"Category","ConfigKey","WindowsValue","macOSCommand","Notes","Phase","Scope"
"Firewall","fw_rule","Remote Event Log Management (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\svchost.exe|Eventlog","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (WSD-In)|Inbound|Allow|False|UDP|3702|Any|%SystemRoot%\system32\svchost.exe|fdphost","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (WSD-Out)|Outbound|Allow|True|UDP|Any|3702|%SystemRoot%\system32\svchost.exe|fdphost","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Remote Volume Management - Virtual Disk Service Loader (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\vdsldr.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - Multicast Listener Report v2 (ICMPv6-In)|Inbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Windows Management Instrumentation (WMI-In)|Inbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|winmgmt","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - Group Policy (NP-Out)|Outbound|Allow|True|TCP|Any|445|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - Internet Group Management Protocol (IGMP-In)|Inbound|Allow|True|2|Any|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (Pub-WSD-In)|Inbound|Allow|False|UDP|3702|Any|%SystemRoot%\system32\svchost.exe|fdrespub","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","iSCSI Service (TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|Msiscsi","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Proximity sharing over TCP (TCP sharing-In)|Inbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\proximityuxhost.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Distributed Transaction Coordinator (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\svchost.exe|ktmrm","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Remote Assistance (SSDP TCP-In)|Inbound|Allow|True|TCP|2869|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Windows Management Instrumentation (DCOM-In)|Inbound|Allow|False|TCP|135|Any|%SystemRoot%\system32\svchost.exe|rpcss","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking Diagnostics - ICMP Echo Request (ICMPv6-Out)|Outbound|Allow|False|ICMPv6|RPC|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Remote Event Log Management (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (WSD EventsSecure-Out)|Outbound|Allow|True|TCP|Any|5358|%SystemRoot%\system32\svchost.exe|fdphost","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - IPv6 (IPv6-Out)|Outbound|Allow|True|41|Any|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Performance Logs and Alerts (DCOM-In)|Inbound|Allow|False|TCP|135|Any|%systemroot%\system32\svchost.exe|rpcss","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (UPnP-In)|Inbound|Allow|False|TCP|2869|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Windows Collaboration Computer Name Registration Service (SSDP-In)|Inbound|Allow|False|UDP|1900|Any|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Wireless Display (TCP-In)|Inbound|Allow|True|TCP|Any|Any|%systemroot%\system32\WUDFHost.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Windows Peer to Peer Collaboration Foundation (PNRP-Out)|Outbound|Allow|False|UDP|Any|3540|%SystemRoot%\system32\svchost.exe|PNRPSvc","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Wi-Fi Direct Network Discovery (In)|Inbound|Allow|True|Any|Any|Any|%SystemRoot%\system32\dashost.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - Neighbor Discovery Solicitation (ICMPv6-Out)|Outbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (WSD Events-In)|Inbound|Allow|False|TCP|5357|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (WSD-Out)|Outbound|Allow|False|UDP|Any|3702|%SystemRoot%\system32\svchost.exe|fdphost","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Windows Remote Management (HTTP-In)|Inbound|Allow|False|TCP|5985|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Performance Logs and Alerts (TCP-In)|Inbound|Allow|False|TCP|Any|Any|%systemroot%\system32\plasrv.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Routing and Remote Access (PPTP-Out)|Outbound|Allow|False|TCP|Any|1723|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Performance Logs and Alerts (DCOM-In)|Inbound|Allow|False|TCP|135|Any|%systemroot%\system32\svchost.exe|rpcss","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (NB-Datagram-Out)|Outbound|Allow|False|UDP|Any|138|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","mDNS (UDP-Out)|Outbound|Allow|True|UDP|Any|5353|%SystemRoot%\system32\svchost.exe|dnscache","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking Diagnostics - ICMP Echo Request (ICMPv4-Out)|Outbound|Allow|False|ICMPv4|RPC|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (SSDP-Out)|Outbound|Allow|False|UDP|Any|1900|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Remote Scheduled Tasks Management (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\svchost.exe|schedule","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Connected Devices Platform - Wi-Fi Direct Transport (TCP-In)|Inbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|CDPSvc","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (NB-Datagram-In)|Inbound|Allow|True|UDP|138|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Wi-Fi Direct Scan Service Use (Out)|Outbound|Allow|True|Any|Any|Any|%SystemRoot%\system32\svchost.exe|stisvc","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - Destination Unreachable (ICMPv6-In)|Inbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (WSD EventsSecure-In)|Inbound|Allow|False|TCP|5358|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Connected User Experiences and Telemetry|Outbound|Allow|True|TCP|Any|443|%SystemRoot%\system32\svchost.exe|DiagTrack","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - Multicast Listener Done (ICMPv6-In)|Inbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Remote Assistance (PNRP-Out)|Outbound|Allow|True|UDP|Any|Any|%systemroot%\system32\svchost.exe|pnrpsvc","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","AllJoyn Router (UDP-In)|Inbound|Allow|True|UDP|Any|Any|%SystemRoot%\system32\svchost.exe|AJRouter","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","AllJoyn Router (TCP-In)|Inbound|Allow|True|TCP|9955|Any|%SystemRoot%\system32\svchost.exe|AJRouter","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Windows Defender Firewall Remote Management (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\svchost.exe|policyagent","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (WSD Events-Out)|Outbound|Allow|False|TCP|Any|5357|%SystemRoot%\system32\svchost.exe|fdphost","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - IPHTTPS (TCP-In)|Inbound|Allow|True|TCP|IPHTTPSIn|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - Dynamic Host Configuration Protocol (DHCP-Out)|Outbound|Allow|True|UDP|68|67|%SystemRoot%\system32\svchost.exe|dhcp","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - Packet Too Big (ICMPv6-In)|Inbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Routing and Remote Access (L2TP-In)|Inbound|Allow|False|UDP|1701|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Wi-Fi Direct Network Discovery (Out)|Outbound|Allow|True|Any|Any|Any|%SystemRoot%\system32\dashost.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","TPM Virtual Smart Card Management (TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\RmtTpmVscMgrSvr.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - Multicast Listener Report (ICMPv6-Out)|Outbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Virtual Machine Monitoring (Echo Request - ICMPv6-In)|Inbound|Allow|False|ICMPv6|Any|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (LLMNR-UDP-In)|Inbound|Allow|True|UDP|5355|Any|%SystemRoot%\system32\svchost.exe|dnscache","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Proximity sharing over TCP (TCP sharing-Out)|Outbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\proximityuxhost.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Remote Assistance (TCP-In)|Inbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\msra.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","AllJoyn Router (TCP-Out)|Outbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|AJRouter","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","mDNS (UDP-In)|Inbound|Allow|True|UDP|5353|Any|%SystemRoot%\system32\svchost.exe|dnscache","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Remote Scheduled Tasks Management (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Connected Devices Platform (TCP-In)|Inbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|CDPSvc","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Connected Devices Platform (UDP-In)|Inbound|Allow|True|UDP|Any|Any|%SystemRoot%\system32\svchost.exe|CDPSvc","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Virtual Machine Monitoring (Echo Request - ICMPv4-In)|Inbound|Allow|False|ICMPv4|Any|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (SSDP-In)|Inbound|Allow|True|UDP|1900|Any|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Netlogon Service (NP-In)|Inbound|Allow|False|TCP|445|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - Time Exceeded (ICMPv6-Out)|Outbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (Pub WSD-Out)|Outbound|Allow|False|UDP|Any|3702|%SystemRoot%\system32\svchost.exe|fdrespub","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery for Teredo (UPnP-In)|Inbound|Allow|True|TCP|Any|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (LLMNR-UDP-Out)|Outbound|Allow|True|UDP|Any|5355|%SystemRoot%\system32\svchost.exe|dnscache","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (WSD EventsSecure-Out)|Outbound|Allow|False|TCP|Any|5358|%SystemRoot%\system32\svchost.exe|fdphost","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Remote Assistance (SSDP UDP-In)|Inbound|Allow|True|UDP|1900|Any|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","TPM Virtual Smart Card Management (TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\RmtTpmVscMgrSvr.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","TPM Virtual Smart Card Management (TCP-In)|Inbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\RmtTpmVscMgrSvr.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","TPM Virtual Smart Card Management (DCOM-In)|Inbound|Allow|False|TCP|135|Any|%SystemRoot%\system32\svchost.exe|rpcss","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Remote Volume Management - Virtual Disk Service Loader (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\vdsldr.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Remote Volume Management (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking Diagnostics - ICMP Echo Request (ICMPv6-In)|Inbound|Allow|False|ICMPv6|RPC|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (NB-Name-In)|Inbound|Allow|False|UDP|137|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Windows Peer to Peer Collaboration Foundation (SSDP-Out)|Outbound|Allow|False|UDP|Any|1900|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - Multicast Listener Query (ICMPv6-Out)|Outbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Windows Device Management Device Enroller (TCP out)|Outbound|Allow|True|TCP|49152-65535|80,443|%SystemRoot%\system32\deviceenroller.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Remote Service Management (NP-In)|Inbound|Allow|False|TCP|445|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Windows Defender Firewall Remote Management (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","AllJoyn Router (UDP-Out)|Outbound|Allow|True|UDP|Any|Any|%SystemRoot%\system32\svchost.exe|AJRouter","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - Neighbor Discovery Advertisement (ICMPv6-Out)|Outbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (UPnP-In)|Inbound|Allow|False|TCP|2869|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Distributed Transaction Coordinator (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Windows Collaboration Computer Name Registration Service (PNRP-Out)|Outbound|Allow|False|UDP|Any|3540|%SystemRoot%\system32\svchost.exe|PNRPSvc","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Microsoft Media Foundation Network Source OUT [TCP ALL]|Outbound|Allow|True|TCP|Any|554,8554-8558|%SystemRoot%\system32\svchost.exe|FrameServer","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Remote Service Management (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\services.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - Teredo (UDP-In)|Inbound|Allow|True|UDP|Teredo|Any|%SystemRoot%\system32\svchost.exe|iphlpsvc","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Remote Service Management (NP-In)|Inbound|Allow|False|TCP|445|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (NB-Datagram-In)|Inbound|Allow|False|UDP|138|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (NB-Datagram-Out)|Outbound|Allow|True|UDP|Any|138|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - DNS (UDP-Out)|Outbound|Allow|True|UDP|Any|53|%SystemRoot%\system32\svchost.exe|dnscache","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - Parameter Problem (ICMPv6-In)|Inbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (NB-Name-In)|Inbound|Allow|True|UDP|137|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","iSCSI Service (TCP-In)|Inbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|Msiscsi","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (WSD-In)|Inbound|Allow|False|UDP|3702|Any|%SystemRoot%\system32\dashost.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Windows Remote Management - Compatibility Mode (HTTP-In)|Inbound|Allow|False|TCP|80|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - Internet Group Management Protocol (IGMP-Out)|Outbound|Allow|True|2|Any|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Remote Service Management (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Remote Service Management (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\services.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (SSDP-In)|Inbound|Allow|False|UDP|1900|Any|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Microsoft Media Foundation Network Source IN [TCP 554]|Inbound|Allow|True|TCP|554,8554-8558|Any|%SystemRoot%\system32\svchost.exe|FrameServer","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - IPHTTPS (TCP-Out)|Outbound|Allow|True|TCP|Any|IPHTTPSOut|%SystemRoot%\system32\svchost.exe|iphlpsvc","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - Neighbor Discovery Advertisement (ICMPv6-In)|Inbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (WSD EventsSecure-In)|Inbound|Allow|False|TCP|5358|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - Router Advertisement (ICMPv6-Out)|Outbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Remote Assistance (RA Server TCP-Out)|Outbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\raserver.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Wireless Display (UDP-Out)|Outbound|Allow|True|UDP|Any|Any|%systemroot%\system32\WUDFHost.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Wireless Display (TCP-Out)|Outbound|Allow|True|TCP|Any|Any|%systemroot%\system32\WUDFHost.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Windows Defender Firewall Remote Management (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\svchost.exe|policyagent","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Virtual Machine Monitoring (NB-Session-In)|Inbound|Allow|False|TCP|139|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (LLMNR-UDP-Out)|Outbound|Allow|False|UDP|Any|5355|%SystemRoot%\system32\svchost.exe|dnscache","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (Pub WSD-Out)|Outbound|Allow|True|UDP|Any|3702|%SystemRoot%\system32\svchost.exe|fdrespub","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (WSD Events-Out)|Outbound|Allow|False|TCP|Any|5357|%SystemRoot%\system32\svchost.exe|fdphost","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Windows Management Instrumentation (ASync-In)|Inbound|Allow|False|TCP|Any|Any|%systemroot%\system32\wbem\unsecapp.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Remote Service Management (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (WSD Events-In)|Inbound|Allow|False|TCP|5357|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","DIAL protocol server (HTTP-In)|Inbound|Allow|True|TCP|10247|Any|System|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Windows Peer to Peer Collaboration Foundation (PNRP-In)|Inbound|Allow|False|UDP|3540|Any|%SystemRoot%\system32\svchost.exe|PNRPSvc","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (UPnP-Out)|Outbound|Allow|False|TCP|Any|2869|%SystemRoot%\system32\svchost.exe|fdphost","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Remote Assistance (PNRP-In)|Inbound|Allow|True|UDP|3540|Any|%systemroot%\system32\svchost.exe|pnrpsvc","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Remote Scheduled Tasks Management (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Recommended Troubleshooting Client (HTTP/HTTPS Out)|Outbound|Allow|True|TCP|Any|80,443|%SystemRoot%\system32\svchost.exe|TroubleshootingSvc","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Core Networking - Group Policy (LSASS-Out)|Outbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\lsass.exe|","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
"Firewall","fw_rule","Network Discovery (WSD EventsSecure-Out)|Outbound|Allow|False|TCP|Any|5358|%SystemRoot%\system32\svchost.exe|fdphost","","macOS: socketfilterfw (per-app) / pf anchor (per-port)","pre","System"
